Region,Soil_Type,Crop,Rainfall_mm,Temperature_Celsius,Fertilizer_Used,Irrigation_Used,Weather_Condition,Days_to_Harvest,Yield_tons_per_hectare
North,Clay,Barley,704.0297488,31.26582572,TRUE,TRUE,Rainy,72,6.730359901
South,Silt,Maize,988.2192934,17.81343496,TRUE,FALSE,Sunny,140,7.086288755
West,Chalky,Wheat,924.57343,30.46831171,TRUE,FALSE,Sunny,90,6.942030206
East,Loam,Soybean,281.7553144,30.77662471,TRUE,FALSE,Sunny,77,3.886630732
North,Peaty,Maize,481.742666,15.99366536,TRUE,TRUE,Rainy,125,5.095579976
North,Chalky,Wheat,493.6863306,20.30717065,TRUE,TRUE,Sunny,108,4.956504995
East,Loam,Maize,378.1262447,35.84971711,TRUE,TRUE,Sunny,93,4.916067264
East,Clay,Maize,593.51329,23.80016555,FALSE,TRUE,Cloudy,88,4.389917549
West,Clay,Soybean,719.6991622,15.69162494,TRUE,TRUE,Rainy,118,6.929011945
North,Peaty,Maize,538.3900782,23.65308638,TRUE,FALSE,Sunny,129,4.740299797
West,Clay,Wheat,583.2075407,30.016426,TRUE,TRUE,Cloudy,84,5.318961746
East,Peaty,Cotton,786.1915908,39.61192017,FALSE,FALSE,Sunny,71,4.80779127
North,Loam,Maize,868.2248554,22.26556844,TRUE,FALSE,Rainy,137,5.772825805
East,Clay,Wheat,178.2446762,32.36075745,TRUE,FALSE,Cloudy,135,3.141441657
West,Silt,Cotton,133.0927542,23.5217559,FALSE,FALSE,Cloudy,122,0.234537194
West,Peaty,Soybean,199.0738146,39.19035351,TRUE,FALSE,Rainy,104,2.96872856
West,Chalky,Soybean,290.1425407,37.81320495,FALSE,FALSE,Sunny,73,2.172661984
North,Clay,Barley,445.8954849,15.30568107,FALSE,FALSE,Cloudy,124,2.238706356
East,Silt,Wheat,521.0962749,28.33241151,TRUE,FALSE,Rainy,77,4.091272741
East,Loam,Barley,363.1292214,28.80964797,FALSE,FALSE,Cloudy,134,2.356887437
West,Sandy,Cotton,265.2558063,38.21452084,TRUE,TRUE,Rainy,137,5.412580333
West,Clay,Soybean,839.9519773,39.36266466,TRUE,FALSE,Rainy,109,6.900527259
West,Sandy,Rice,114.6448087,26.17990159,TRUE,TRUE,Sunny,123,4.043224285
West,Clay,Rice,821.2461607,23.93349252,TRUE,FALSE,Sunny,93,6.143520224
South,Chalky,Rice,686.809163,33.24622341,FALSE,TRUE,Rainy,80,4.683413433
South,Peaty,Wheat,413.8570647,15.14614889,TRUE,FALSE,Cloudy,87,4.108489342
South,Clay,Maize,939.6719248,28.48602293,TRUE,FALSE,Sunny,69,7.129076212
West,Clay,Rice,735.5435001,28.14040728,TRUE,TRUE,Sunny,88,7.264523818
West,Clay,Barley,994.5531673,17.92829799,TRUE,FALSE,Sunny,146,6.72086378
East,Sandy,Barley,238.0193634,19.17597224,FALSE,FALSE,Rainy,131,1.017935298
North,Loam,Rice,686.0798827,38.215483,TRUE,FALSE,Sunny,64,6.058764651
East,Loam,Soybean,162.9110355,16.4610998,TRUE,FALSE,Rainy,146,3.077592351
South,Silt,Soybean,858.515713,20.28357581,FALSE,TRUE,Cloudy,121,5.687407212
East,Clay,Rice,304.1122594,20.35260069,TRUE,TRUE,Cloudy,132,4.656115728
West,Chalky,Rice,583.4657988,26.37871575,TRUE,FALSE,Rainy,94,4.792946944
South,Chalky,Wheat,400.313439,16.51594961,TRUE,FALSE,Rainy,100,3.719379577
South,Sandy,Maize,505.7609648,27.02550151,TRUE,FALSE,Rainy,66,4.762708916
North,Sandy,Barley,788.8364234,25.0170906,FALSE,TRUE,Rainy,98,5.828892532
North,Silt,Cotton,185.0987048,18.92363381,FALSE,TRUE,Sunny,66,3.567987471
South,Peaty,Rice,519.6088919,15.27577409,TRUE,TRUE,Cloudy,74,5.74980897
South,Loam,Barley,368.4658325,36.69579696,TRUE,FALSE,Rainy,119,4.425866284
East,Chalky,Rice,979.2277353,30.9426995,FALSE,FALSE,Rainy,127,5.290883148
South,Peaty,Rice,664.7803634,19.77532362,TRUE,TRUE,Rainy,95,6.990172174
West,Silt,Wheat,756.8067778,33.97794968,FALSE,FALSE,Cloudy,76,4.836996513
East,Silt,Wheat,585.614487,27.95232436,FALSE,FALSE,Rainy,69,3.296702384
West,Chalky,Soybean,566.0952711,28.16093276,TRUE,FALSE,Sunny,63,4.907295375
West,Chalky,Maize,511.4458733,20.73103965,FALSE,TRUE,Rainy,131,4.187990461
West,Loam,Barley,953.1100924,22.81033767,FALSE,TRUE,Cloudy,95,6.086743504
South,Loam,Wheat,786.5222977,15.7014135,FALSE,FALSE,Cloudy,111,4.051452596
North,Peaty,Rice,407.1527672,16.7072326,FALSE,FALSE,Rainy,140,2.637091179
North,Loam,Soybean,156.1290724,33.49602597,TRUE,FALSE,Sunny,144,2.479973272
West,Clay,Barley,313.8270978,39.28284575,FALSE,TRUE,Cloudy,110,3.412834521
South,Silt,Wheat,773.6682631,30.02001241,TRUE,FALSE,Sunny,69,5.364680795
East,Silt,Soybean,764.1483888,36.28841039,TRUE,FALSE,Cloudy,148,5.910661599
West,Peaty,Cotton,504.7721012,37.18733742,FALSE,FALSE,Cloudy,132,3.839569283
East,Silt,Soybean,760.8502069,22.09477522,TRUE,FALSE,Sunny,132,6.134589578
East,Clay,Rice,855.8922144,23.83178565,TRUE,FALSE,Rainy,127,6.377041628
South,Loam,Cotton,962.0178965,37.47589434,FALSE,FALSE,Sunny,62,5.186406054
South,Silt,Barley,287.3018205,31.01321049,FALSE,TRUE,Rainy,90,2.847541284
North,Chalky,Rice,493.5273888,35.32279933,FALSE,FALSE,Cloudy,99,3.684159316
North,Chalky,Maize,913.3055911,22.71007283,FALSE,FALSE,Rainy,63,4.408461603
South,Clay,Wheat,647.955537,17.30377002,TRUE,TRUE,Cloudy,136,6.935644756
West,Sandy,Wheat,959.4775032,39.73257781,TRUE,TRUE,Rainy,116,8.294702015
North,Loam,Rice,471.0877578,19.84727841,TRUE,TRUE,Rainy,119,5.028871059
East,Sandy,Cotton,214.4168379,32.74315941,FALSE,FALSE,Sunny,102,1.584664167
West,Clay,Soybean,527.688426,15.37698635,FALSE,FALSE,Sunny,128,2.171600463
East,Peaty,Barley,234.2579407,18.31823092,TRUE,TRUE,Sunny,137,4.258120179
South,Silt,Cotton,669.3043553,27.9353982,TRUE,TRUE,Cloudy,141,6.574309707
East,Clay,Barley,120.4305256,35.39273935,TRUE,FALSE,Rainy,107,2.6738815
West,Clay,Wheat,282.4065671,34.90152955,TRUE,FALSE,Cloudy,69,4.572951874
South,Peaty,Maize,807.0733323,37.87794403,FALSE,TRUE,Rainy,83,5.506347297
West,Loam,Soybean,258.312024,25.4699458,TRUE,FALSE,Cloudy,106,3.713490098
East,Sandy,Barley,777.0396898,15.13291019,TRUE,FALSE,Rainy,65,5.654653167
West,Peaty,Cotton,662.0359321,18.5152534,TRUE,FALSE,Cloudy,75,4.876193024
South,Peaty,Barley,611.2534817,22.48972823,TRUE,TRUE,Sunny,73,6.100504671
East,Sandy,Rice,182.9850227,21.8609265,TRUE,FALSE,Cloudy,106,3.923453996
East,Chalky,Soybean,415.6671764,37.82303871,TRUE,FALSE,Cloudy,144,4.623803887
North,Silt,Rice,429.7869554,21.59464432,FALSE,TRUE,Sunny,105,3.953510188
North,Chalky,Maize,464.0276038,25.62657396,TRUE,FALSE,Sunny,97,4.050679666
West,Silt,Barley,786.3176672,38.19006784,TRUE,FALSE,Cloudy,138,5.695523056
North,Silt,Wheat,378.4648855,29.28927459,TRUE,TRUE,Sunny,70,4.580009875
North,Peaty,Maize,316.7661354,37.35001362,TRUE,TRUE,Rainy,70,3.559833234
North,Sandy,Rice,500.5741429,34.5346691,FALSE,TRUE,Cloudy,132,3.773067409
North,Peaty,Soybean,103.4754702,39.32160645,TRUE,FALSE,Cloudy,72,2.980576029
South,Sandy,Soybean,910.0589482,19.90541309,FALSE,FALSE,Cloudy,97,4.403571583
South,Silt,Wheat,967.8090694,19.18717244,TRUE,FALSE,Cloudy,66,5.910784091
North,Peaty,Cotton,151.5365331,33.16495481,FALSE,TRUE,Sunny,96,2.353067565
West,Chalky,Barley,469.0596015,32.80601547,TRUE,FALSE,Rainy,108,5.126454174
South,Loam,Rice,830.4451722,32.97706792,FALSE,FALSE,Rainy,77,4.858774567
North,Loam,Maize,305.1845407,37.26808617,TRUE,TRUE,Sunny,132,5.42808174
South,Chalky,Rice,273.9684795,18.11372491,FALSE,TRUE,Cloudy,94,2.125503898
East,Loam,Barley,373.4592948,35.27138772,FALSE,TRUE,Rainy,98,3.984402275
South,Clay,Rice,151.7583604,18.80624805,TRUE,FALSE,Sunny,88,1.997088112
South,Peaty,Soybean,497.5659218,32.01069238,FALSE,TRUE,Rainy,109,3.767177351
West,Clay,Soybean,807.3046229,38.17843204,TRUE,TRUE,Sunny,64,7.597863709
South,Peaty,Rice,938.2131455,33.64262843,TRUE,TRUE,Cloudy,121,8.186309216
West,Loam,Cotton,180.2955186,21.09085511,FALSE,FALSE,Sunny,105,2.285111395
East,Chalky,Barley,128.5232736,28.11026835,FALSE,FALSE,Rainy,108,1.430363771
North,Clay,Barley,573.3294424,16.83949216,TRUE,FALSE,Sunny,147,3.544250505
West,Chalky,Wheat,712.7849169,20.93837519,FALSE,TRUE,Sunny,82,4.908374157
South,Peaty,Wheat,578.9225679,20.11850992,FALSE,FALSE,Cloudy,135,3.275727579
South,Silt,Rice,760.4132309,28.63382405,TRUE,TRUE,Rainy,132,7.624636858
West,Sandy,Soybean,160.1486375,22.54128652,FALSE,TRUE,Rainy,61,1.454645094
East,Sandy,Barley,263.5587873,21.13342729,FALSE,TRUE,Sunny,111,3.077161043
North,Chalky,Cotton,726.2809978,28.97745013,FALSE,TRUE,Sunny,92,5.445515058
South,Sandy,Wheat,872.9295856,19.19297757,FALSE,FALSE,Cloudy,77,4.462024696
East,Silt,Maize,827.8506995,20.28799593,FALSE,FALSE,Cloudy,82,4.41138098
North,Clay,Rice,341.3683226,32.08565859,TRUE,TRUE,Sunny,141,5.655708233
North,Loam,Maize,121.9671598,33.79949064,FALSE,TRUE,Sunny,103,2.440528993
South,Chalky,Barley,704.7119825,38.43918592,TRUE,FALSE,Cloudy,116,5.930568975
West,Loam,Soybean,559.8547649,28.90421421,FALSE,TRUE,Rainy,77,5.354396057
South,Sandy,Soybean,133.7036532,17.99702508,TRUE,FALSE,Sunny,95,2.637474545
South,Chalky,Soybean,459.5491396,22.88727282,TRUE,TRUE,Cloudy,124,4.810341187
South,Peaty,Barley,411.8605596,16.53252415,TRUE,TRUE,Sunny,117,4.919576493
East,Chalky,Barley,304.7464248,22.44256859,FALSE,TRUE,Rainy,145,3.540393968
West,Clay,Rice,665.6270199,17.9958624,FALSE,TRUE,Cloudy,108,4.774251969
East,Chalky,Rice,776.1325471,31.86661309,TRUE,TRUE,Sunny,119,7.134691671
South,Clay,Wheat,341.8544586,29.39554472,TRUE,TRUE,Rainy,141,4.345964661
West,Chalky,Wheat,872.4449689,24.66472672,FALSE,FALSE,Rainy,91,4.288627652
North,Silt,Wheat,795.1074137,19.82482173,FALSE,FALSE,Sunny,135,4.04514403
West,Chalky,Wheat,728.2387888,36.91432339,TRUE,TRUE,Sunny,68,7.358445361
South,Sandy,Maize,685.5342705,37.1565679,TRUE,TRUE,Rainy,79,6.93278055
West,Silt,Soybean,954.3462313,38.72824782,TRUE,TRUE,Cloudy,82,8.150578614
North,Sandy,Soybean,800.5286548,23.62517994,TRUE,FALSE,Cloudy,76,6.394169268
North,Sandy,Rice,506.3685947,39.8294939,TRUE,TRUE,Cloudy,102,5.79176297
West,Peaty,Rice,229.816528,23.18130137,FALSE,TRUE,Rainy,79,3.427236559
North,Sandy,Barley,517.6564859,38.41769517,TRUE,TRUE,Cloudy,101,6.475573272
East,Chalky,Maize,779.7016279,35.35101326,TRUE,TRUE,Cloudy,97,7.986261547
West,Silt,Rice,450.6992447,39.49625271,TRUE,TRUE,Rainy,70,5.881907859
North,Sandy,Maize,208.5356959,34.49418007,TRUE,TRUE,Cloudy,94,4.882080888
North,Peaty,Cotton,738.2386868,17.86627281,FALSE,TRUE,Rainy,112,4.91077901
West,Chalky,Soybean,439.6416072,29.69422174,FALSE,FALSE,Rainy,117,2.82058996
East,Chalky,Soybean,765.0713968,34.70355802,TRUE,FALSE,Cloudy,78,6.03815685
West,Chalky,Cotton,442.3723509,18.71715885,TRUE,FALSE,Rainy,140,4.883415238
North,Clay,Cotton,410.8188552,38.34130813,FALSE,TRUE,Sunny,146,3.885203148
West,Peaty,Maize,532.0889222,30.96796079,TRUE,TRUE,Rainy,136,6.649589732
North,Chalky,Barley,474.2925299,15.02296241,FALSE,TRUE,Cloudy,113,3.622947474
South,Silt,Wheat,432.6895174,32.2006334,FALSE,TRUE,Sunny,86,4.238601388
West,Clay,Soybean,606.2713807,27.12664358,TRUE,FALSE,Cloudy,149,4.097793943
West,Sandy,Wheat,314.7597081,39.50522465,TRUE,FALSE,Sunny,135,3.962668976
North,Sandy,Barley,746.7279924,20.56173154,TRUE,FALSE,Sunny,95,6.511503543
North,Silt,Rice,810.5445023,30.27279986,TRUE,TRUE,Rainy,99,7.416577226
North,Sandy,Wheat,470.2594417,22.86496428,TRUE,TRUE,Cloudy,132,6.570431111
North,Clay,Wheat,668.8130838,18.90108096,TRUE,TRUE,Cloudy,117,6.343510606
West,Silt,Wheat,661.0356178,28.76449899,FALSE,FALSE,Cloudy,96,3.421840761
North,Silt,Barley,650.7240425,15.18673713,TRUE,TRUE,Sunny,122,6.898436891
West,Peaty,Rice,944.8124638,26.93180685,TRUE,FALSE,Rainy,69,6.088306647
East,Loam,Cotton,721.2120055,39.62938456,TRUE,FALSE,Rainy,83,6.533476658
West,Clay,Barley,766.1796959,36.66874062,TRUE,TRUE,Sunny,81,7.765022609
North,Peaty,Maize,475.7591953,25.59961907,FALSE,TRUE,Sunny,80,4.760998577
North,Clay,Rice,378.3125918,28.48864957,TRUE,TRUE,Cloudy,75,4.565766665
East,Clay,Rice,879.0107356,31.22394819,FALSE,TRUE,Sunny,106,6.599917564
West,Peaty,Cotton,483.4010108,25.82878848,TRUE,TRUE,Sunny,114,5.58013718
East,Silt,Rice,290.3527702,27.41014262,FALSE,FALSE,Rainy,127,3.027160531
West,Peaty,Wheat,640.3879473,31.79083419,TRUE,TRUE,Rainy,149,7.044175209
North,Loam,Cotton,662.6420777,34.39117147,TRUE,TRUE,Cloudy,125,6.7929502
West,Silt,Barley,324.5676521,31.92071269,FALSE,FALSE,Rainy,96,2.057292953
North,Sandy,Cotton,818.664134,38.14586042,FALSE,TRUE,Sunny,100,5.758504052
North,Silt,Wheat,167.6890638,28.5623209,FALSE,FALSE,Rainy,119,1.910507859
South,Clay,Barley,863.31823,29.0049122,TRUE,FALSE,Sunny,126,6.636362384
South,Peaty,Rice,508.6280071,16.24827793,TRUE,TRUE,Sunny,101,5.616444676
West,Clay,Soybean,565.924869,31.3479237,FALSE,TRUE,Rainy,76,5.234137693
North,Peaty,Barley,931.190567,25.51758469,FALSE,TRUE,Cloudy,123,6.869205945
East,Silt,Maize,333.6680878,37.30744386,TRUE,FALSE,Rainy,117,4.416488013
North,Silt,Cotton,424.6958822,26.54071506,TRUE,TRUE,Sunny,132,5.208920391
East,Chalky,Cotton,249.9550184,39.60015196,FALSE,FALSE,Rainy,115,1.477119634
West,Clay,Maize,444.7154042,21.91571402,FALSE,FALSE,Cloudy,125,3.009510318
West,Chalky,Wheat,477.63796,20.65362981,TRUE,FALSE,Cloudy,125,4.286306053
East,Chalky,Maize,232.489782,24.87123341,FALSE,TRUE,Sunny,94,2.816974043
East,Sandy,Barley,694.2983512,35.92335481,TRUE,TRUE,Cloudy,69,7.321402451
North,Peaty,Soybean,118.1808911,38.60489834,TRUE,TRUE,Sunny,122,4.201021982
West,Chalky,Maize,196.4716037,17.00676607,FALSE,FALSE,Sunny,103,1.32327694
North,Silt,Maize,194.815264,17.05667874,FALSE,FALSE,Sunny,104,1.961528939
East,Loam,Soybean,135.5206438,30.07959601,FALSE,FALSE,Cloudy,105,0.717186782
South,Clay,Wheat,340.4807854,37.82174291,TRUE,TRUE,Cloudy,117,5.489507578
South,Silt,Cotton,708.4319795,32.52541645,TRUE,TRUE,Cloudy,89,6.891049905
South,Chalky,Barley,827.6894455,20.93510815,TRUE,FALSE,Sunny,60,5.365083786
East,Silt,Maize,280.0140492,28.53382962,TRUE,TRUE,Rainy,121,3.954987887
North,Sandy,Maize,634.4653148,16.10124107,TRUE,FALSE,Sunny,111,5.038916908
West,Clay,Cotton,466.3252818,20.23124791,TRUE,TRUE,Rainy,77,5.77687856
East,Chalky,Maize,551.3637356,39.13164951,TRUE,FALSE,Sunny,92,4.524396413
South,Peaty,Wheat,904.0670305,33.4804856,FALSE,TRUE,Cloudy,104,7.354454188
North,Loam,Wheat,780.6110891,25.10491262,FALSE,TRUE,Sunny,144,5.829641282
West,Clay,Soybean,606.4709198,25.66713579,FALSE,TRUE,Rainy,84,4.959392541
West,Peaty,Wheat,428.1745206,18.89084389,TRUE,TRUE,Rainy,92,5.837402033
East,Silt,Cotton,540.1075303,27.93976628,TRUE,FALSE,Cloudy,139,4.881411836
East,Sandy,Rice,554.2288957,32.88277594,FALSE,TRUE,Cloudy,135,4.145085421
West,Clay,Maize,504.2140552,23.60968118,TRUE,TRUE,Sunny,125,5.757461651
West,Chalky,Cotton,953.1385876,17.81199595,FALSE,TRUE,Cloudy,108,5.70518785
South,Loam,Cotton,543.459184,17.82708005,FALSE,FALSE,Cloudy,110,3.042672394
West,Peaty,Maize,813.6687487,19.68100969,FALSE,FALSE,Cloudy,107,4.43779596
East,Loam,Soybean,660.8483277,16.60092306,TRUE,FALSE,Sunny,131,4.956746106
North,Peaty,Rice,310.6163919,31.82376263,FALSE,TRUE,Rainy,113,3.303511417
South,Silt,Wheat,774.8499938,32.88763451,FALSE,FALSE,Rainy,122,4.062694145
South,Sandy,Rice,562.5035523,17.20221544,FALSE,TRUE,Sunny,101,3.385506722
West,Chalky,Rice,368.733068,37.80368244,FALSE,TRUE,Sunny,79,4.043853534
North,Sandy,Cotton,703.3038754,26.14618647,TRUE,FALSE,Rainy,77,5.096932631
South,Peaty,Barley,717.6081135,27.41286125,TRUE,TRUE,Sunny,121,7.211863231
East,Silt,Maize,964.5101919,24.95723303,FALSE,TRUE,Rainy,116,6.867997385
West,Peaty,Rice,521.2215892,25.82637223,TRUE,TRUE,Cloudy,105,5.293407365
East,Clay,Rice,689.9625869,16.37347443,FALSE,FALSE,Sunny,88,3.857568935
West,Chalky,Maize,501.7708847,16.94386947,TRUE,TRUE,Cloudy,147,6.050058785
South,Loam,Barley,794.9313713,35.45826652,TRUE,TRUE,Rainy,149,7.521406704
West,Chalky,Cotton,780.0688453,16.94965434,TRUE,FALSE,Cloudy,102,6.234638437
North,Sandy,Maize,496.7061933,25.25824786,FALSE,FALSE,Cloudy,82,3.207350819
East,Peaty,Barley,736.0262572,29.31739086,TRUE,TRUE,Rainy,109,6.485749247
North,Silt,Barley,658.2248486,23.05930239,FALSE,TRUE,Rainy,104,4.951667115
East,Loam,Wheat,173.3886369,24.85395005,FALSE,TRUE,Sunny,121,3.52605622
East,Chalky,Cotton,244.6922985,32.4434314,TRUE,FALSE,Rainy,76,1.976122147
West,Chalky,Cotton,315.9062825,30.99627598,FALSE,TRUE,Sunny,98,4.236945367
South,Clay,Maize,943.4540827,32.72970559,FALSE,FALSE,Rainy,103,5.785725437
South,Sandy,Cotton,838.1668876,32.52896882,TRUE,TRUE,Rainy,140,8.09342255
North,Chalky,Soybean,880.6581049,21.86512641,TRUE,FALSE,Rainy,106,5.794337105
West,Silt,Maize,813.8798928,35.53444116,FALSE,FALSE,Sunny,67,5.160705906
South,Chalky,Rice,883.9760516,33.27728178,FALSE,TRUE,Cloudy,75,6.354537152
East,Silt,Rice,135.2845344,19.31971976,FALSE,FALSE,Cloudy,143,1.077994567
East,Peaty,Maize,536.2413593,20.57311348,FALSE,FALSE,Rainy,86,3.823229998
West,Loam,Wheat,496.3448942,30.59576752,TRUE,TRUE,Sunny,63,5.125222124
North,Peaty,Wheat,798.4422858,32.07587049,TRUE,TRUE,Sunny,60,7.83457591
West,Chalky,Maize,365.8081247,30.80401839,FALSE,TRUE,Cloudy,67,2.928407581
North,Clay,Barley,485.0579027,15.93324478,TRUE,FALSE,Cloudy,126,3.969334443
West,Sandy,Rice,640.7430272,31.74468856,TRUE,TRUE,Cloudy,123,5.96296775
East,Loam,Wheat,791.9287656,32.30945311,TRUE,FALSE,Rainy,69,6.286947675
West,Silt,Wheat,194.7572369,25.7826038,TRUE,TRUE,Cloudy,94,4.553660065
South,Peaty,Soybean,115.6536105,25.16569744,TRUE,TRUE,Rainy,99,3.608476054
South,Chalky,Barley,226.2980875,33.64027183,TRUE,TRUE,Cloudy,93,4.219432514
West,Clay,Maize,118.0872909,27.27418646,FALSE,FALSE,Sunny,145,0.755920779
North,Chalky,Cotton,109.8711237,32.74893928,TRUE,TRUE,Rainy,98,3.290128414
North,Sandy,Wheat,342.9959566,17.18849494,TRUE,TRUE,Sunny,71,5.081591985
East,Chalky,Barley,578.1925136,22.53166692,TRUE,TRUE,Cloudy,130,5.996685594
East,Loam,Barley,925.6070633,37.61457662,TRUE,FALSE,Rainy,126,7.019617094
North,Loam,Soybean,436.7624189,28.88678342,TRUE,TRUE,Sunny,95,5.608846518
West,Peaty,Wheat,401.2457275,35.96407106,TRUE,TRUE,Cloudy,71,5.664964205
East,Clay,Maize,295.201407,17.01084268,FALSE,FALSE,Sunny,86,1.600107368
North,Chalky,Soybean,974.1338354,33.41763231,TRUE,FALSE,Rainy,121,6.959263799
North,Loam,Cotton,904.8209204,33.26803351,TRUE,TRUE,Sunny,102,7.813967925
West,Chalky,Maize,990.7900674,27.58325628,TRUE,FALSE,Rainy,95,7.44353567
South,Clay,Maize,784.4789841,29.13132063,TRUE,TRUE,Sunny,113,6.94094039
North,Clay,Cotton,630.5500938,17.35131884,FALSE,FALSE,Sunny,86,4.035971509
East,Clay,Barley,990.442546,33.67713703,TRUE,TRUE,Rainy,77,8.401441642
West,Chalky,Cotton,916.6279316,20.44748052,FALSE,FALSE,Cloudy,103,5.175188207
West,Peaty,Barley,640.5302168,17.00460767,FALSE,TRUE,Sunny,100,5.559121133
West,Sandy,Rice,852.1504289,37.38803533,FALSE,FALSE,Rainy,61,4.23625896
South,Peaty,Cotton,309.3425402,21.27212705,FALSE,FALSE,Rainy,136,2.278090621
South,Clay,Soybean,798.449547,34.62296845,TRUE,TRUE,Sunny,72,7.807061817
East,Sandy,Wheat,978.2172026,30.82338086,TRUE,TRUE,Sunny,103,7.940836317
East,Silt,Rice,309.7817075,25.25955584,FALSE,FALSE,Sunny,114,1.972173976
West,Silt,Rice,504.213259,38.70077429,TRUE,FALSE,Cloudy,78,4.963052122
East,Clay,Barley,286.2937919,37.13208472,FALSE,FALSE,Cloudy,88,1.748229129
North,Clay,Soybean,250.3306427,23.19708611,FALSE,FALSE,Sunny,130,3.093170594
South,Peaty,Wheat,821.2346216,39.93572146,FALSE,FALSE,Sunny,127,4.815147895
West,Sandy,Barley,513.2347609,33.12493462,TRUE,TRUE,Rainy,128,5.084654948
West,Peaty,Rice,471.3157139,29.09619856,FALSE,TRUE,Cloudy,93,3.305478188
North,Clay,Maize,776.2104465,30.70706105,FALSE,FALSE,Sunny,124,4.373803746
North,Silt,Maize,473.46625,31.02891931,TRUE,TRUE,Cloudy,109,6.061913719
North,Loam,Barley,801.8889936,26.78277759,TRUE,TRUE,Sunny,76,7.619821535
North,Clay,Barley,649.1760293,32.17029699,TRUE,TRUE,Rainy,106,6.057068724
West,Clay,Maize,303.5598246,22.91034821,FALSE,FALSE,Rainy,139,1.60567692
South,Sandy,Cotton,259.4698959,22.85223228,TRUE,FALSE,Sunny,145,2.512998944
South,Loam,Maize,895.2289632,25.26793583,TRUE,TRUE,Cloudy,70,6.991320093
North,Chalky,Soybean,470.6441518,39.49019342,FALSE,FALSE,Cloudy,137,3.186132601
East,Chalky,Cotton,839.6278591,32.13822318,FALSE,FALSE,Cloudy,149,5.661134883
West,Peaty,Maize,456.4380472,25.77170324,TRUE,TRUE,Sunny,72,5.385136367
South,Sandy,Rice,749.052851,18.37891697,FALSE,FALSE,Rainy,69,4.227052393
North,Sandy,Rice,144.8949445,29.27875618,TRUE,TRUE,Sunny,77,4.498925563
East,Sandy,Soybean,550.5878081,38.29445666,FALSE,FALSE,Rainy,145,3.554026219
East,Silt,Barley,121.0077029,21.40507296,TRUE,TRUE,Sunny,83,3.944156408
North,Peaty,Rice,561.67921,31.15513122,TRUE,FALSE,Cloudy,147,4.395135619
West,Silt,Rice,276.9605884,36.33453423,TRUE,FALSE,Sunny,80,4.10153959
South,Sandy,Barley,584.8885881,31.96107511,FALSE,FALSE,Sunny,141,3.955866698
East,Silt,Soybean,466.4227766,29.83485344,FALSE,TRUE,Cloudy,128,4.798501804
South,Sandy,Maize,408.1299293,18.63522802,TRUE,TRUE,Cloudy,76,5.69502458
South,Chalky,Rice,394.5457502,25.43031392,FALSE,TRUE,Cloudy,109,3.610372084
East,Sandy,Cotton,198.8066776,39.84041005,TRUE,TRUE,Cloudy,62,5.12598022
North,Chalky,Soybean,949.6978291,33.55028938,FALSE,TRUE,Cloudy,74,7.024653996
East,Sandy,Wheat,671.6117017,34.72801361,FALSE,TRUE,Rainy,91,5.328333614
East,Loam,Soybean,276.2761447,25.92825326,TRUE,TRUE,Cloudy,83,4.454016775
West,Chalky,Wheat,894.5845877,37.73603571,TRUE,TRUE,Sunny,83,7.654620938
South,Silt,Soybean,152.4826415,20.68960173,TRUE,FALSE,Rainy,119,3.037877407
North,Chalky,Barley,884.0963252,16.29030672,TRUE,TRUE,Cloudy,129,7.818406894
South,Peaty,Cotton,494.6530529,20.24158506,FALSE,TRUE,Sunny,134,4.434845763
East,Silt,Soybean,858.7473878,37.36842921,TRUE,FALSE,Cloudy,95,6.147211018
North,Chalky,Soybean,121.7793004,37.28779344,FALSE,FALSE,Rainy,61,0.461157697
North,Peaty,Wheat,371.5103126,20.80402429,TRUE,FALSE,Sunny,133,3.579908575
North,Clay,Cotton,586.7550538,31.90941717,TRUE,TRUE,Cloudy,68,5.562155713
North,Peaty,Rice,748.0103999,22.29975439,FALSE,TRUE,Sunny,148,4.778558294
West,Silt,Barley,472.6723887,20.81490662,TRUE,TRUE,Sunny,93,5.162623921
North,Sandy,Cotton,520.9181534,21.89543173,FALSE,FALSE,Rainy,96,3.348474613
East,Chalky,Maize,903.1712516,24.48454837,FALSE,TRUE,Rainy,145,6.184763923
West,Clay,Soybean,707.1958081,38.1677861,TRUE,FALSE,Rainy,102,5.044067006
East,Silt,Maize,467.5950789,23.9272243,TRUE,FALSE,Cloudy,72,4.58582906
East,Silt,Wheat,879.6212049,36.13468423,TRUE,TRUE,Sunny,67,7.226185711
South,Loam,Wheat,231.674719,15.47196862,TRUE,FALSE,Cloudy,107,2.480181667
North,Clay,Cotton,830.4920014,29.87035559,TRUE,TRUE,Rainy,77,8.037030356
North,Clay,Maize,289.7500826,23.73717252,TRUE,FALSE,Sunny,143,4.033844692
East,Clay,Wheat,640.6137498,30.34921,FALSE,TRUE,Rainy,98,5.298943364
North,Sandy,Cotton,117.0195431,29.42772645,FALSE,FALSE,Sunny,140,0.666659434
West,Chalky,Rice,494.4843092,15.27413126,TRUE,TRUE,Rainy,121,6.127863117
South,Chalky,Rice,643.6075366,18.23872214,TRUE,TRUE,Rainy,82,6.392828112
North,Loam,Wheat,618.621319,23.17166809,FALSE,TRUE,Sunny,107,4.587199903
North,Sandy,Soybean,654.1193625,28.95488964,TRUE,TRUE,Cloudy,117,6.046590048
